dms_id,dms_ids.0.db,dms_ids.0.id,dms_ids_extend.0.db,dms_ids_extend.0.id,dms_name,dms_synonym.0,dms_synonym.1,dms_synonym.2,dms_synonym.3,dms_synonym.4,dms_synonym.5,dms_synonym_extend.0,dms_synonym_extend.1,dms_synonym_extend.2,dms_synonym_extend.3,dms_synonym_extend.4,dms_synonym_extend.5
M00,ICD10,M00,ICD10,M00,Pyogenic arthritis,Pyogenic arthritis,,,,,,Pyogenic arthritis,infection and inflammatory reaction due to internal joint prosthesisT84.5,,,,
M00.0,ICD10,M00.0,ICD10,M00.0,Staphylococcal arthritis and polyarthritis,Staphylococcal arthritis and polyarthritis,,,,,,Staphylococcal arthritis and polyarthritis,,,,,
M00.1,ICD10,M00.1,ICD10,M00.1,Pneumococcal arthritis and polyarthritis,Pneumococcal arthritis and polyarthritis,,,,,,Pneumococcal arthritis and polyarthritis,,,,,
M00.2,ICD10,M00.2,ICD10,M00.2,Other streptococcal arthritis and polyarthritis,Other streptococcal arthritis and polyarthritis,,,,,,Other streptococcal arthritis and polyarthritis,,,,,
M00.8,ICD10,M00.8,ICD10,M00.8,Arthritis and polyarthritis due to other specified bacterial agents,Arthritis and polyarthritis due to other specified bacterial agents,,,,,,Arthritis and polyarthritis due to other specified bacterial agents,,,,,
M00.9,ICD10,M00.9,ICD10,M00.9,"Pyogenic arthritis, unspecified","Pyogenic arthritis, unspecified",Infective arthritis NOS,,,,,"Pyogenic arthritis, unspecified",Infective arthritis NOS,,,,
M01,ICD10,M01,ICD10,M01,Direct infections of joint in infectious and parasitic diseases classified elsewhere,Direct infections of joint in infectious and parasitic diseases classified elsewhere,,,,,,postinfective and reactive arthropathyM03.-,Direct infections of joint in infectious and parasitic diseases classified elsewhere,arthropathy in sarcoidosisM14.8,,,
M01.0,ICD10,M01.0,ICD10,M01.0,Meningococcal arthritisA39.8,Meningococcal arthritisA39.8,,,,,,postmeningococcal arthritisM03.0,Meningococcal arthritisA39.8,,,,
M01.1,ICD10,M01.1,ICD10,M01.1,Tuberculous arthritisA18.0,Tuberculous arthritisA18.0,,,,,,of spineM49.0,Tuberculous arthritisA18.0,,,,
M01.2,ICD10,M01.2,ICD10,M01.2,Arthritis in Lyme diseaseA69.2,Arthritis in Lyme diseaseA69.2,,,,,,Arthritis in Lyme diseaseA69.2,,,,,
M01.3,ICD10,M01.3,ICD10,M01.3,Arthritis in other bacterial diseases classified elsewhere,Gonococcal arthritisA54.4,Arthritis in: localized salmonella infectionA02.2,Arthritis in other bacterial diseases classified elsewhere,Arthritis in: typhoid or paratyphoid feverA01.-,Arthritis in: leprosy [Hansen disease]A30.-,,Gonococcal arthritisA54.4,Arthritis in: localized salmonella infectionA02.2,Arthritis in other bacterial diseases classified elsewhere,Arthritis in: typhoid or paratyphoid feverA01.-,Arthritis in: leprosy [Hansen disease]A30.-,
M01.4,ICD10,M01.4,ICD10,M01.4,Rubella arthritisB06.8,Rubella arthritisB06.8,,,,,,Rubella arthritisB06.8,,,,,
M01.5,ICD10,M01.5,ICD10,M01.5,Arthritis in other viral diseases classified elsewhere,Arthritis in: O'nyong-nyong feverA92.1,Arthritis in: mumpsB26.8,Arthritis in other viral diseases classified elsewhere,,,,Arthritis in: O'nyong-nyong feverA92.1,Arthritis in: mumpsB26.8,Arthritis in other viral diseases classified elsewhere,,,
M01.6,ICD10,M01.6,ICD10,M01.6,Arthritis in mycosesB35-B49,Arthritis in mycosesB35-B49,,,,,,Arthritis in mycosesB35-B49,,,,,
M01.8,ICD10,M01.8,ICD10,M01.8,Arthritis in other infectious and parasitic diseases classified elsewhere,Arthritis in other infectious and parasitic diseases classified elsewhere,,,,,,Arthritis in other infectious and parasitic diseases classified elsewhere,,,,,
M02,ICD10,M02,ICD10,M02,Reactive arthropathies,Reactive arthropathies,,,,,,Reactive arthropathies,Behçet diseaseM35.2,rheumatic feverI00,,,
M02.0,ICD10,M02.0,ICD10,M02.0,Arthropathy following intestinal bypass,Arthropathy following intestinal bypass,,,,,,Arthropathy following intestinal bypass,,,,,
M02.1,ICD10,M02.1,ICD10,M02.1,Postdysenteric arthropathy,Postdysenteric arthropathy,,,,,,Postdysenteric arthropathy,,,,,
M02.2,ICD10,M02.2,ICD10,M02.2,Postimmunization arthropathy,Postimmunization arthropathy,,,,,,Postimmunization arthropathy,,,,,
M02.3,ICD10,M02.3,ICD10,M02.3,Reiter disease,Reiter disease,,,,,,Reiter disease,,,,,
M02.8,ICD10,M02.8,ICD10,M02.8,Other reactive arthropathies,Other reactive arthropathies,,,,,,Other reactive arthropathies,,,,,
M02.9,ICD10,M02.9,ICD10,M02.9,"Reactive arthropathy, unspecified","Reactive arthropathy, unspecified",,,,,,"Reactive arthropathy, unspecified",,,,,
M03,ICD10,M03,ICD10,M03,Postinfective and reactive arthropathies in diseases classified elsewhere,Postinfective and reactive arthropathies in diseases classified elsewhere,,,,,,direct infections of joint in infectious and parasitic diseases classified elsewhereM01.-,Postinfective and reactive arthropathies in diseases classified elsewhere,,,,
M03.0,ICD10,M03.0,ICD10,M03.0,Postmeningococcal arthritisA39.8,Postmeningococcal arthritisA39.8,,,,,,meningococcal arthritisM01.0,Postmeningococcal arthritisA39.8,,,,
M03.1,ICD10,M03.1,ICD10,M03.1,Postinfective arthropathy in syphilis,Postinfective arthropathy in syphilis,Clutton jointsA50.5,,,,,Charcot or tabetic arthropathyM14.6,Postinfective arthropathy in syphilis,Clutton jointsA50.5,,,
M03.2,ICD10,M03.2,ICD10,M03.2,Other postinfectious arthropathies in diseases classified elsewhere,Postinfectious arthropathy in: enteritis due to Yersinia enterocoliticaA04.6,Postinfectious arthropathy in: viral hepatitisB15-B19,Other postinfectious arthropathies in diseases classified elsewhere,,,,viral arthropathiesM01.4-M01.5,Postinfectious arthropathy in: enteritis due to Yersinia enterocoliticaA04.6,Postinfectious arthropathy in: viral hepatitisB15-B19,Other postinfectious arthropathies in diseases classified elsewhere,,
M03.6,ICD10,M03.6,ICD10,M03.6,Reactive arthropathy in other diseases classified elsewhere,Arthropathy in infective endocarditisI33.0,Reactive arthropathy in other diseases classified elsewhere,,,,,Arthropathy in infective endocarditisI33.0,Reactive arthropathy in other diseases classified elsewhere,,,,
M05,ICD10,M05,ICD10,M05,Seropositive rheumatoid arthritis,Seropositive rheumatoid arthritis,,,,,,Seropositive rheumatoid arthritis,rheumatoid arthritis (of): spineM45,rheumatoid arthritis (of): juvenileM08.-,rheumatic feverI00,,
M05.0,ICD10,M05.0,ICD10,M05.0,Felty syndrome,Felty syndrome,Rheumatoid arthritis with splenoadenomegaly and leukopenia,,,,,Felty syndrome,Rheumatoid arthritis with splenoadenomegaly and leukopenia,,,,
M05.1,ICD10,M05.1,ICD10,M05.1,Rheumatoid lung diseaseJ99.0,Rheumatoid lung diseaseJ99.0,,,,,,Rheumatoid lung diseaseJ99.0,,,,,
M05.2,ICD10,M05.2,ICD10,M05.2,Rheumatoid vasculitis,Rheumatoid vasculitis,,,,,,Rheumatoid vasculitis,,,,,
M05.3,ICD10,M05.3,ICD10,M05.3,Rheumatoid arthritis with involvement of other organs and systems,Rheumatoid: myocarditisI41.8,Rheumatoid: endocarditisI39.-,Rheumatoid: myopathyG73.7,Rheumatoid arthritis with involvement of other organs and systems,Rheumatoid: polyneuropathyG63.6,Rheumatoid: carditisI52.8,Rheumatoid: myocarditisI41.8,Rheumatoid: endocarditisI39.-,Rheumatoid: myopathyG73.7,Rheumatoid arthritis with involvement of other organs and systems,Rheumatoid: polyneuropathyG63.6,Rheumatoid: carditisI52.8
M05.8,ICD10,M05.8,ICD10,M05.8,Other seropositive rheumatoid arthritis,Other seropositive rheumatoid arthritis,,,,,,Other seropositive rheumatoid arthritis,,,,,
M05.9,ICD10,M05.9,ICD10,M05.9,"Seropositive rheumatoid arthritis, unspecified","Seropositive rheumatoid arthritis, unspecified",,,,,,"Seropositive rheumatoid arthritis, unspecified",,,,,
M06,ICD10,M06,ICD10,M06,Other rheumatoid arthritis,Other rheumatoid arthritis,,,,,,Other rheumatoid arthritis,,,,,
M06.0,ICD10,M06.0,ICD10,M06.0,Seronegative rheumatoid arthritis,Seronegative rheumatoid arthritis,,,,,,Seronegative rheumatoid arthritis,,,,,
M06.1,ICD10,M06.1,ICD10,M06.1,Adult-onset Still disease,Adult-onset Still disease,,,,,,Still disease NOSM08.2,Adult-onset Still disease,,,,
M06.2,ICD10,M06.2,ICD10,M06.2,Rheumatoid bursitis,Rheumatoid bursitis,,,,,,Rheumatoid bursitis,,,,,
M06.3,ICD10,M06.3,ICD10,M06.3,Rheumatoid nodule,Rheumatoid nodule,,,,,,Rheumatoid nodule,,,,,
M06.4,ICD10,M06.4,ICD10,M06.4,Inflammatory polyarthropathy,Inflammatory polyarthropathy,,,,,,Inflammatory polyarthropathy,polyarthritis NOSM13.0,,,,
M06.8,ICD10,M06.8,ICD10,M06.8,Other specified rheumatoid arthritis,Other specified rheumatoid arthritis,,,,,,Other specified rheumatoid arthritis,,,,,
M06.9,ICD10,M06.9,ICD10,M06.9,"Rheumatoid arthritis, unspecified","Rheumatoid arthritis, unspecified",,,,,,"Rheumatoid arthritis, unspecified",,,,,
M07,ICD10,M07,ICD10,M07,Psoriatic and enteropathic arthropathies,Psoriatic and enteropathic arthropathies,,,,,,Psoriatic and enteropathic arthropathies,juvenile psoriatic and enteropathic arthropathiesM09.-,,,,
M07.0,ICD10,M07.0,ICD10,M07.0,Distal interphalangeal psoriatic arthropathyL40.5,Distal interphalangeal psoriatic arthropathyL40.5,,,,,,Distal interphalangeal psoriatic arthropathyL40.5,,,,,
M07.1,ICD10,M07.1,ICD10,M07.1,Arthritis mutilansL40.5,Arthritis mutilansL40.5,,,,,,Arthritis mutilansL40.5,,,,,
M07.2,ICD10,M07.2,ICD10,M07.2,Psoriatic spondylitisL40.5,Psoriatic spondylitisL40.5,,,,,,Psoriatic spondylitisL40.5,,,,,
M07.3,ICD10,M07.3,ICD10,M07.3,Other psoriatic arthropathiesL40.5,Other psoriatic arthropathiesL40.5,,,,,,Other psoriatic arthropathiesL40.5,,,,,
M07.4,ICD10,M07.4,ICD10,M07.4,Arthropathy in Crohn disease [regional enteritis]K50.-,Arthropathy in Crohn disease [regional enteritis]K50.-,,,,,,Arthropathy in Crohn disease [regional enteritis]K50.-,,,,,
M07.5,ICD10,M07.5,ICD10,M07.5,Arthropathy in ulcerative colitisK51.-,Arthropathy in ulcerative colitisK51.-,,,,,,Arthropathy in ulcerative colitisK51.-,,,,,
M07.6,ICD10,M07.6,ICD10,M07.6,Other enteropathic arthropathies,Other enteropathic arthropathies,,,,,,Other enteropathic arthropathies,,,,,
M08,ICD10,M08,ICD10,M08,Juvenile arthritis,Juvenile arthritis,"arthritis in children, with onset before 16th birthday and lasting longer than 3 months",,,,,Juvenile arthritis,Felty syndromeM05.0,juvenile dermatomyositisM33.0,"arthritis in children, with onset before 16th birthday and lasting longer than 3 months",,
M08.0,ICD10,M08.0,ICD10,M08.0,Juvenile rheumatoid arthritis,Juvenile rheumatoid arthritis with or without rheumatoid factor,Juvenile rheumatoid arthritis,,,,,Juvenile rheumatoid arthritis with or without rheumatoid factor,Juvenile rheumatoid arthritis,,,,
M08.1,ICD10,M08.1,ICD10,M08.1,Juvenile ankylosing spondylitis,Juvenile ankylosing spondylitis,,,,,,Juvenile ankylosing spondylitis,ankylosing spondylitis in adultsM45,,,,
M08.2,ICD10,M08.2,ICD10,M08.2,Juvenile arthritis with systemic onset,Still disease NOS,Juvenile arthritis with systemic onset,,,,,adult-onset Still diseaseM06.1,Still disease NOS,Juvenile arthritis with systemic onset,,,
M08.3,ICD10,M08.3,ICD10,M08.3,Juvenile polyarthritis (seronegative),Chronic juvenile polyarthritis,Juvenile polyarthritis (seronegative),,,,,Chronic juvenile polyarthritis,Juvenile polyarthritis (seronegative),,,,
M08.4,ICD10,M08.4,ICD10,M08.4,Pauciarticular juvenile arthritis,Pauciarticular juvenile arthritis,,,,,,Pauciarticular juvenile arthritis,,,,,
M08.8,ICD10,M08.8,ICD10,M08.8,Other juvenile arthritis,Other juvenile arthritis,,,,,,Other juvenile arthritis,,,,,
M08.9,ICD10,M08.9,ICD10,M08.9,"Juvenile arthritis, unspecified","Juvenile arthritis, unspecified",,,,,,"Juvenile arthritis, unspecified",,,,,
M09,ICD10,M09,ICD10,M09,Juvenile arthritis in diseases classified elsewhere,Juvenile arthritis in diseases classified elsewhere,,,,,,Juvenile arthritis in diseases classified elsewhere,arthropathy in Whipple diseaseM14.8,,,,
M09.0,ICD10,M09.0,ICD10,M09.0,Juvenile arthritis in psoriasisL40.5,Juvenile arthritis in psoriasisL40.5,,,,,,Juvenile arthritis in psoriasisL40.5,,,,,
M09.1,ICD10,M09.1,ICD10,M09.1,Juvenile arthritis in Crohn disease [regional enteritis]K50.-,Juvenile arthritis in Crohn disease [regional enteritis]K50.-,,,,,,Juvenile arthritis in Crohn disease [regional enteritis]K50.-,,,,,
M09.2,ICD10,M09.2,ICD10,M09.2,Juvenile arthritis in ulcerative colitisK51.-,Juvenile arthritis in ulcerative colitisK51.-,,,,,,Juvenile arthritis in ulcerative colitisK51.-,,,,,
M09.8,ICD10,M09.8,ICD10,M09.8,Juvenile arthritis in other diseases classified elsewhere,Juvenile arthritis in other diseases classified elsewhere,,,,,,Juvenile arthritis in other diseases classified elsewhere,,,,,
M10,ICD10,M10,ICD10,M10,Gout,Gout,,,,,,Gout,,,,,
M10.0,ICD10,M10.0,ICD10,M10.0,Idiopathic gout,Gouty bursitis,Idiopathic gout,Primary gout,Urate tophus of heartI43.8,,,Gouty bursitis,Idiopathic gout,Primary gout,Urate tophus of heartI43.8,,
M10.1,ICD10,M10.1,ICD10,M10.1,Lead-induced gout,Lead-induced gout,,,,,,Lead-induced gout,,,,,
M10.2,ICD10,M10.2,ICD10,M10.2,Drug-induced gout,Drug-induced gout,,,,,,Drug-induced gout,,,,,
M10.3,ICD10,M10.3,ICD10,M10.3,Gout due to impairment of renal function,Gout due to impairment of renal function,,,,,,Gout due to impairment of renal function,,,,,
M10.4,ICD10,M10.4,ICD10,M10.4,Other secondary gout,Other secondary gout,,,,,,Other secondary gout,,,,,
M10.9,ICD10,M10.9,ICD10,M10.9,"Gout, unspecified","Gout, unspecified",,,,,,"Gout, unspecified",,,,,
M11,ICD10,M11,ICD10,M11,Other crystal arthropathies,Other crystal arthropathies,,,,,,Other crystal arthropathies,,,,,
M11.0,ICD10,M11.0,ICD10,M11.0,Hydroxyapatite deposition disease,Hydroxyapatite deposition disease,,,,,,Hydroxyapatite deposition disease,,,,,
M11.1,ICD10,M11.1,ICD10,M11.1,Familial chondrocalcinosis,Familial chondrocalcinosis,,,,,,Familial chondrocalcinosis,,,,,
M11.2,ICD10,M11.2,ICD10,M11.2,Other chondrocalcinosis,Other chondrocalcinosis,Chondrocalcinosis NOS,,,,,Other chondrocalcinosis,Chondrocalcinosis NOS,,,,
M11.8,ICD10,M11.8,ICD10,M11.8,Other specified crystal arthropathies,Other specified crystal arthropathies,,,,,,Other specified crystal arthropathies,,,,,
M11.9,ICD10,M11.9,ICD10,M11.9,"Crystal arthropathy, unspecified","Crystal arthropathy, unspecified",,,,,,"Crystal arthropathy, unspecified",,,,,
M12,ICD10,M12,ICD10,M12,Other specific arthropathies,Other specific arthropathies,,,,,,Other specific arthropathies,cricoarytenoid arthropathyJ38.7,arthrosisM15-M19,arthropathy NOSM13.9,,
M12.0,ICD10,M12.0,ICD10,M12.0,Chronic postrheumatic arthropathy [Jaccoud],Chronic postrheumatic arthropathy [Jaccoud],,,,,,Chronic postrheumatic arthropathy [Jaccoud],,,,,
M12.1,ICD10,M12.1,ICD10,M12.1,Kaschin-Beck disease,Kaschin-Beck disease,,,,,,Kaschin-Beck disease,,,,,
M12.2,ICD10,M12.2,ICD10,M12.2,Villonodular synovitis (pigmented),Villonodular synovitis (pigmented),,,,,,Villonodular synovitis (pigmented),,,,,
M12.3,ICD10,M12.3,ICD10,M12.3,Palindromic rheumatism,Palindromic rheumatism,,,,,,Palindromic rheumatism,,,,,
M12.4,ICD10,M12.4,ICD10,M12.4,Intermittent hydrarthrosis,Intermittent hydrarthrosis,,,,,,Intermittent hydrarthrosis,,,,,
M12.5,ICD10,M12.5,ICD10,M12.5,Traumatic arthropathy,Traumatic arthropathy,,,,,,Traumatic arthropathy,post-traumatic arthrosis (of): first carpometacarpal jointM18.2-M18.3,post-traumatic arthrosis (of): kneeM17.2-M17.3,post-traumatic arthrosis (of): other single jointsM19.1,post-traumatic arthrosis (of): hipM16.4-M16.5,post-traumatic arthrosis (of): NOSM19.1
M12.8,ICD10,M12.8,ICD10,M12.8,"Other specific arthropathies, not elsewhere classified",Transient arthropathy,"Other specific arthropathies, not elsewhere classified",,,,,Transient arthropathy,"Other specific arthropathies, not elsewhere classified",,,,
M13,ICD10,M13,ICD10,M13,Other arthritis,Other arthritis,,,,,,arthrosisM15-M19,Other arthritis,,,,
M13.0,ICD10,M13.0,ICD10,M13.0,"Polyarthritis, unspecified","Polyarthritis, unspecified",,,,,,"Polyarthritis, unspecified",,,,,
M13.1,ICD10,M13.1,ICD10,M13.1,"Monoarthritis, not elsewhere classified","Monoarthritis, not elsewhere classified",,,,,,"Monoarthritis, not elsewhere classified",,,,,
M13.8,ICD10,M13.8,ICD10,M13.8,Other specified arthritis,Other specified arthritis,Allergic arthritis,,,,,Other specified arthritis,Allergic arthritis,,,,
M13.9,ICD10,M13.9,ICD10,M13.9,"Arthritis, unspecified",Arthropathy NOS,"Arthritis, unspecified",,,,,Arthropathy NOS,"Arthritis, unspecified",,,,
M14,ICD10,M14,ICD10,M14,Arthropathies in other diseases classified elsewhere,Arthropathies in other diseases classified elsewhere,,,,,,Arthropathies in other diseases classified elsewhere,arthropathy in: neoplastic diseaseM36.1,arthropathy in: hypersensitivity reactionsM36.4,psoriatic and enteropathic arthropathies juvenileM09.-,arthropathy in: haematological disordersM36.2-M36.3,neuropathic spondylopathyM49.4
M14.0,ICD10,M14.0,ICD10,M14.0,Gouty arthropathy due to enzyme defects and other inherited disorders,Gouty arthropathy due to enzyme defects and other inherited disorders,Gouty arthropathy in: Lesch-Nyhan syndromeE79.1,Gouty arthropathy in: sickle-cell disordersD57.-,,,,Gouty arthropathy due to enzyme defects and other inherited disorders,Gouty arthropathy in: Lesch-Nyhan syndromeE79.1,Gouty arthropathy in: sickle-cell disordersD57.-,,,
M14.1,ICD10,M14.1,ICD10,M14.1,Crystal arthropathy in other metabolic disorders,Crystal arthropathy in other metabolic disorders,Crystal arthropathy in hyperparathyroidismE21.-,,,,,Crystal arthropathy in other metabolic disorders,Crystal arthropathy in hyperparathyroidismE21.-,,,,
M14.2,ICD10,M14.2,ICD10,M14.2,Diabetic arthropathyE10-E14 with common fourth character .6,Diabetic arthropathyE10-E14 with common fourth character .6,,,,,,diabetic neuropathic arthropathyM14.6,Diabetic arthropathyE10-E14 with common fourth character .6,,,,
M14.3,ICD10,M14.3,ICD10,M14.3,Lipoid dermatoarthritisE78.8,Lipoid dermatoarthritisE78.8,,,,,,Lipoid dermatoarthritisE78.8,,,,,
M14.4,ICD10,M14.4,ICD10,M14.4,Arthropathy in amyloidosisE85.-,Arthropathy in amyloidosisE85.-,,,,,,Arthropathy in amyloidosisE85.-,,,,,
M14.5,ICD10,M14.5,ICD10,M14.5,"Arthropathies in other endocrine, nutritional and metabolic disorders",Arthropathy in: hypothyroidismE00-E03,Arthropathy in: thyrotoxicosis [hyperthyroidism]E05.-,"Arthropathies in other endocrine, nutritional and metabolic disorders",Arthropathy in: haemochromatosisE83.1,Arthropathy in: acromegaly and pituitary gigantismE22.0,,Arthropathy in: hypothyroidismE00-E03,Arthropathy in: thyrotoxicosis [hyperthyroidism]E05.-,"Arthropathies in other endocrine, nutritional and metabolic disorders",Arthropathy in: haemochromatosisE83.1,Arthropathy in: acromegaly and pituitary gigantismE22.0,
M14.6,ICD10,M14.6,ICD10,M14.6,Neuropathic arthropathy,Charcot or tabetic arthropathyA52.1,Neuropathic arthropathy,Diabetic neuropathic arthropathyE10-E14 with common fourth character .6,,,,Charcot or tabetic arthropathyA52.1,Neuropathic arthropathy,Diabetic neuropathic arthropathyE10-E14 with common fourth character .6,,,
M14.8,ICD10,M14.8,ICD10,M14.8,Arthropathies in other specified diseases classified elsewhere,Arthropathy in: erythema: nodosumL52,Arthropathy in: erythema: multiformeL51.-,Arthropathy in: sarcoidosisD86.8,Arthropathy in: Whipple diseaseK90.8,Arthropathies in other specified diseases classified elsewhere,,Arthropathy in: erythema: nodosumL52,Arthropathy in: erythema: multiformeL51.-,Arthropathy in: sarcoidosisD86.8,Arthropathy in: Whipple diseaseK90.8,Arthropathies in other specified diseases classified elsewhere,
M15,ICD10,M15,ICD10,M15,Polyarthrosis,Polyarthrosis,arthrosis with mention of more than one site,,,,,bilateral involvement of single jointM16-M19,Polyarthrosis,arthrosis with mention of more than one site,,,
M15.0,ICD10,M15.0,ICD10,M15.0,Primary generalized (osteo)arthrosis,Primary generalized (osteo)arthrosis,,,,,,Primary generalized (osteo)arthrosis,,,,,
M15.1,ICD10,M15.1,ICD10,M15.1,Heberden nodes (with arthropathy),Heberden nodes (with arthropathy),,,,,,Heberden nodes (with arthropathy),,,,,
M15.2,ICD10,M15.2,ICD10,M15.2,Bouchard nodes (with arthropathy),Bouchard nodes (with arthropathy),,,,,,Bouchard nodes (with arthropathy),,,,,
M15.3,ICD10,M15.3,ICD10,M15.3,Secondary multiple arthrosis,Secondary multiple arthrosis,Post-traumatic polyarthrosis,,,,,Secondary multiple arthrosis,Post-traumatic polyarthrosis,,,,
M15.4,ICD10,M15.4,ICD10,M15.4,Erosive (osteo)arthrosis,Erosive (osteo)arthrosis,,,,,,Erosive (osteo)arthrosis,,,,,
M15.8,ICD10,M15.8,ICD10,M15.8,Other polyarthrosis,Other polyarthrosis,,,,,,Other polyarthrosis,,,,,
M15.9,ICD10,M15.9,ICD10,M15.9,"Polyarthrosis, unspecified",Generalized osteoarthritis NOS,"Polyarthrosis, unspecified",,,,,Generalized osteoarthritis NOS,"Polyarthrosis, unspecified",,,,
M16,ICD10,M16,ICD10,M16,Coxarthrosis [arthrosis of hip],Coxarthrosis [arthrosis of hip],,,,,,Coxarthrosis [arthrosis of hip],,,,,
M16.0,ICD10,M16.0,ICD10,M16.0,"Primary coxarthrosis, bilateral","Primary coxarthrosis, bilateral",,,,,,"Primary coxarthrosis, bilateral",,,,,
M16.1,ICD10,M16.1,ICD10,M16.1,Other primary coxarthrosis,Primary coxarthrosis: unilateral,Other primary coxarthrosis,Primary coxarthrosis: NOS,,,,Primary coxarthrosis: unilateral,Other primary coxarthrosis,Primary coxarthrosis: NOS,,,
M16.2,ICD10,M16.2,ICD10,M16.2,"Coxarthrosis resulting from dysplasia, bilateral","Coxarthrosis resulting from dysplasia, bilateral",,,,,,"Coxarthrosis resulting from dysplasia, bilateral",,,,,
M16.3,ICD10,M16.3,ICD10,M16.3,Other dysplastic coxarthrosis,Dysplastic coxarthrosis: unilateral,Dysplastic coxarthrosis: NOS,Other dysplastic coxarthrosis,,,,Dysplastic coxarthrosis: unilateral,Dysplastic coxarthrosis: NOS,Other dysplastic coxarthrosis,,,
M16.4,ICD10,M16.4,ICD10,M16.4,"Post-traumatic coxarthrosis, bilateral","Post-traumatic coxarthrosis, bilateral",,,,,,"Post-traumatic coxarthrosis, bilateral",,,,,
M16.5,ICD10,M16.5,ICD10,M16.5,Other post-traumatic coxarthrosis,Other post-traumatic coxarthrosis,Post-traumatic coxarthrosis: NOS,Post-traumatic coxarthrosis: unilateral,,,,Other post-traumatic coxarthrosis,Post-traumatic coxarthrosis: NOS,Post-traumatic coxarthrosis: unilateral,,,
M16.6,ICD10,M16.6,ICD10,M16.6,"Other secondary coxarthrosis, bilateral","Other secondary coxarthrosis, bilateral",,,,,,"Other secondary coxarthrosis, bilateral",,,,,
M16.7,ICD10,M16.7,ICD10,M16.7,Other secondary coxarthrosis,Secondary coxarthrosis: NOS,Other secondary coxarthrosis,Secondary coxarthrosis: unilateral,,,,Secondary coxarthrosis: NOS,Other secondary coxarthrosis,Secondary coxarthrosis: unilateral,,,
M16.9,ICD10,M16.9,ICD10,M16.9,"Coxarthrosis, unspecified","Coxarthrosis, unspecified",,,,,,"Coxarthrosis, unspecified",,,,,
M17,ICD10,M17,ICD10,M17,Gonarthrosis [arthrosis of knee],Gonarthrosis [arthrosis of knee],,,,,,Gonarthrosis [arthrosis of knee],,,,,
M17.0,ICD10,M17.0,ICD10,M17.0,"Primary gonarthrosis, bilateral","Primary gonarthrosis, bilateral",,,,,,"Primary gonarthrosis, bilateral",,,,,
M17.1,ICD10,M17.1,ICD10,M17.1,Other primary gonarthrosis,Primary gonarthrosis: NOS,Primary gonarthrosis: unilateral,Other primary gonarthrosis,,,,Primary gonarthrosis: NOS,Primary gonarthrosis: unilateral,Other primary gonarthrosis,,,
M17.2,ICD10,M17.2,ICD10,M17.2,"Post-traumatic gonarthrosis, bilateral","Post-traumatic gonarthrosis, bilateral",,,,,,"Post-traumatic gonarthrosis, bilateral",,,,,
M17.3,ICD10,M17.3,ICD10,M17.3,Other post-traumatic gonarthrosis,Other post-traumatic gonarthrosis,Post-traumatic gonarthrosis: NOS,Post-traumatic gonarthrosis: unilateral,,,,Other post-traumatic gonarthrosis,Post-traumatic gonarthrosis: NOS,Post-traumatic gonarthrosis: unilateral,,,
M17.4,ICD10,M17.4,ICD10,M17.4,"Other secondary gonarthrosis, bilateral","Other secondary gonarthrosis, bilateral",,,,,,"Other secondary gonarthrosis, bilateral",,,,,
M17.5,ICD10,M17.5,ICD10,M17.5,Other secondary gonarthrosis,Other secondary gonarthrosis,Secondary gonarthrosis: NOS,Secondary gonarthrosis: unilateral,,,,Other secondary gonarthrosis,Secondary gonarthrosis: NOS,Secondary gonarthrosis: unilateral,,,
M17.9,ICD10,M17.9,ICD10,M17.9,"Gonarthrosis, unspecified","Gonarthrosis, unspecified",,,,,,"Gonarthrosis, unspecified",,,,,
M18,ICD10,M18,ICD10,M18,Arthrosis of first carpometacarpal joint,Arthrosis of first carpometacarpal joint,,,,,,Arthrosis of first carpometacarpal joint,,,,,
M18.0,ICD10,M18.0,ICD10,M18.0,"Primary arthrosis of first carpometacarpal joints, bilateral","Primary arthrosis of first carpometacarpal joints, bilateral",,,,,,"Primary arthrosis of first carpometacarpal joints, bilateral",,,,,
M18.1,ICD10,M18.1,ICD10,M18.1,Other primary arthrosis of first carpometacarpal joint,Primary arthrosis of first carpometacarpal joint: unilateral,Primary arthrosis of first carpometacarpal joint: NOS,Other primary arthrosis of first carpometacarpal joint,,,,Primary arthrosis of first carpometacarpal joint: unilateral,Primary arthrosis of first carpometacarpal joint: NOS,Other primary arthrosis of first carpometacarpal joint,,,
M18.2,ICD10,M18.2,ICD10,M18.2,"Post-traumatic arthrosis of first carpometacarpal joints, bilateral","Post-traumatic arthrosis of first carpometacarpal joints, bilateral",,,,,,"Post-traumatic arthrosis of first carpometacarpal joints, bilateral",,,,,
M18.3,ICD10,M18.3,ICD10,M18.3,Other post-traumatic arthrosis of first carpometacarpal joint,Post-traumatic arthrosis of first carpometacarpal joint: NOS,Other post-traumatic arthrosis of first carpometacarpal joint,Post-traumatic arthrosis of first carpometacarpal joint: unilateral,,,,Post-traumatic arthrosis of first carpometacarpal joint: NOS,Other post-traumatic arthrosis of first carpometacarpal joint,Post-traumatic arthrosis of first carpometacarpal joint: unilateral,,,
M18.4,ICD10,M18.4,ICD10,M18.4,"Other secondary arthrosis of first carpometacarpal joints, bilateral","Other secondary arthrosis of first carpometacarpal joints, bilateral",,,,,,"Other secondary arthrosis of first carpometacarpal joints, bilateral",,,,,
