dms_id,dms_ids.0.db,dms_ids.0.id,dms_ids.1.db,dms_ids.1.id,dms_ids.2.db,dms_ids.2.id,dms_ids.3.db,dms_ids.3.id,dms_ids.4.db,dms_ids.4.id,dms_ids.5.db,dms_ids.5.id,dms_ids.6.db,dms_ids.6.id,dms_ids.7.db,dms_ids.7.id,dms_ids_extend.0.db,dms_ids_extend.0.id,dms_ids_extend.1.db,dms_ids_extend.1.id,dms_ids_extend.2.db,dms_ids_extend.2.id,dms_ids_extend.3.db,dms_ids_extend.3.id,dms_ids_extend.4.db,dms_ids_extend.4.id,dms_ids_extend.5.db,dms_ids_extend.5.id,dms_ids_extend.6.db,dms_ids_extend.6.id,dms_ids_extend.7.db,dms_ids_extend.7.id,dms_name,dms_synonym.0,dms_synonym.1,dms_synonym.2,dms_synonym.3,dms_synonym.4,dms_synonym_extend.0,dms_synonym_extend.1,dms_synonym_extend.2,dms_synonym_extend.3,dms_synonym_extend.4
13109,DOID,13109,NCI,C6178,NCI2004_11_17,C6178,UMLS_CUI,C1332560,,,,,,,,,DOID,13109,NCI,C6178,NCI2004_11_17,C6178,UMLS_CUI,C1332560,,,,,,,,,bladder leiomyoma,bladder leiomyoma,leiomyoma of the urinary bladder,,,,bladder leiomyoma,leiomyoma of the urinary bladder,,,
1311,DOID,1311,,,,,,,,,,,,,,,DOID,1311,,,,,,,,,,,,,,,obsolete HIV-associated nephropathy,AIDS nephropathy,AIDS-Related nephropathy,AIDS-associated nephropathy,obsolete HIV-associated nephropathy,,AIDS nephropathy,AIDS-Related nephropathy,AIDS-associated nephropathy,obsolete HIV-associated nephropathy,
13110,DOID,13110,NCI,C39834,UMLS_CUI,C1511199,,,,,,,,,,,DOID,13110,NCI,C39834,UMLS_CUI,C1511199,,,,,,,,,,,bladder squamous papilloma,bladder squamous papilloma,,,,,bladder squamous papilloma,,,,
13112,DOID,13112,ICD9CM,374.02,SNOMEDCT_US_2018_03_01,38683003,UMLS_CUI,C0155189,,,,,,,,,DOID,13112,ICD9CM,374.02,SNOMEDCT_US_2018_03_01,38683003,UMLS_CUI,C0155189,,,,,,,,,mechanical entropion,mechanical entropion,,,,,mechanical entropion,,,,
13113,DOID,13113,ICD9CM,374.04,SNOMEDCT_US_2018_03_01,67383002,UMLS_CUI,C0155191,,,,,,,,,DOID,13113,ICD9CM,374.04,SNOMEDCT_US_2018_03_01,67383002,UMLS_CUI,C0155191,,,,,,,,,cicatricial entropion,cicatricial entropion,,,,,cicatricial entropion,,,,
13117,DOID,13117,ICD10CM,L03.0,MESH,D010304,NCI,C79702,SNOMEDCT_US_2018_03_01,71906005,UMLS_CUI,C0030578,,,,,DOID,13117,ICD10CM,L03.0,MESH,D010304,NCI,C79702,SNOMEDCT_US_2018_03_01,71906005,UMLS_CUI,C0030578,,,,,paronychia,Infected nailfold,Onychia and paronychia of finger,Onychia and paronychia of toe,fungal nail infection,paronychia,Infected nailfold,Onychia and paronychia of finger,Onychia and paronychia of toe,fungal nail infection,paronychia
1312,DOID,1312,CSP2005,4003-0020,EFO,0004236,GARD,6517,MESH,D005923,NCI,C37308,OMIM,PS603278,SNOMEDCT_US_2018_03_01,25821008,DOID,1312,CSP2005,4003-0020,EFO,0004236,GARD,6517,MESH,D005923,NCI,C37308,OMIM,PS603278,SNOMEDCT_US_2018_03_01,25821008,focal segmental glomerulosclerosis,FGS,FSGS,focal glomerular sclerosis,focal glomerulosclerosis,focal segmental glomerulosclerosis,FGS,FSGS,focal glomerular sclerosis,focal glomerulosclerosis,focal segmental glomerulosclerosis
13120,DOID,13120,ICD10CM,D53.0,ICD9CM,281.4,SNOMEDCT_US_2018_03_01,85746008,UMLS_CUI,C0154290,,,,,,,DOID,13120,ICD10CM,D53.0,ICD9CM,281.4,SNOMEDCT_US_2018_03_01,85746008,UMLS_CUI,C0154290,,,,,,,protein-deficiency anemia,Anemia due to protein deficiency,Protein-deficiency anemia,protein-deficiency anemia,,,Anemia due to protein deficiency,Protein-deficiency anemia,protein-deficiency anemia,,
13121,DOID,13121,ICD9CM,281.9,UMLS_CUI,C0041782,,,,,,,,,,,DOID,13121,ICD9CM,281.9,UMLS_CUI,C0041782,,,,,,,,,,,deficiency anemia,deficiency anemia,deficiency anemias,,,,deficiency anemia,deficiency anemias,,,
13127,DOID,13127,ICD9CM,098.53,SNOMEDCT_US_2018_03_01,53664003,UMLS_CUI,C0153219,,,,,,,,,DOID,13127,ICD9CM,098.53,SNOMEDCT_US_2018_03_01,53664003,UMLS_CUI,C0153219,,,,,,,,,gonococcal spondylitis,Gonococcal spondylitis,gonococcal spondylitis,,,,Gonococcal spondylitis,gonococcal spondylitis,,,
13129,DOID,13129,ICD9CM,642.50,UMLS_CUI,C0156669,,,,,,,,,,,DOID,13129,ICD9CM,642.50,UMLS_CUI,C0156669,,,,,,,,,,,severe pre-eclampsia,"Severe pre-eclampsia, with delivery",antepartum severe pre-eclampsia,postpartum severe pre-eclampsia,severe pre-eclampsia,severe preeclampsia,"Severe pre-eclampsia, with delivery",antepartum severe pre-eclampsia,postpartum severe pre-eclampsia,severe pre-eclampsia,severe preeclampsia
1313,DOID,1313,,,,,,,,,,,,,,,DOID,1313,,,,,,,,,,,,,,,obsolete HIV wasting syndrome,AIDS wasting syndrome,Human immunodeficiency virus infection wasting syndrome,obsolete HIV wasting syndrome,,,AIDS wasting syndrome,Human immunodeficiency virus infection wasting syndrome,obsolete HIV wasting syndrome,,
13133,DOID,13133,GARD,8528,ICD10CM,O14.2,MESH,D017359,NCI,C84750,SNOMEDCT_US_2018_03_01,95605009,UMLS_CUI,C0162739,,,DOID,13133,GARD,8528,ICD10CM,O14.2,MESH,D017359,NCI,C84750,SNOMEDCT_US_2018_03_01,95605009,UMLS_CUI,C0162739,,,HELLP syndrome,HELLP syndrome,,,,,HELLP syndrome,,,,
13134,DOID,13134,ICD10CM,H00.01,ICD10CM,H00.03,ICD9CM,373.11,SNOMEDCT_US_2018_03_01,1489008,SNOMEDCT_US_2018_03_01,61523007,UMLS_CUI,C0019919,,,DOID,13134,ICD10CM,H00.01,ICD10CM,H00.03,ICD9CM,373.11,SNOMEDCT_US_2018_03_01,1489008,SNOMEDCT_US_2018_03_01,61523007,UMLS_CUI,C0019919,,,hordeolum externum,external stye,hordeolum externum,,,,external stye,hordeolum externum,,,
13135,DOID,13135,ICD9CM,376.22,SNOMEDCT_US_2018_03_01,69763009,UMLS_CUI,C0152135,,,,,,,,,DOID,13135,ICD9CM,376.22,SNOMEDCT_US_2018_03_01,69763009,UMLS_CUI,C0152135,,,,,,,,,exophthalmic ophthalmoplegia,exophthalmic ophthalmoplegia,,,,,exophthalmic ophthalmoplegia,,,,
13137,DOID,13137,CSP2005,2057-3620,GARD,7883,ICD10CM,G12.0,ICD9CM,335.0,MESH,D014897,MTHICD9_2006,335.0,NCI,C98670,DOID,13137,CSP2005,2057-3620,GARD,7883,ICD10CM,G12.0,ICD9CM,335.0,MESH,D014897,MTHICD9_2006,335.0,NCI,C98670,Werdnig-Hoffmann disease,HMN (Hereditary motor Neuropathy) Proximal type I,Spinal muscular atrophy 1,Werdnig-Hoffman disease,Werdnig-Hoffmann disease,hereditary motor neuropathy proximal type I,HMN (Hereditary motor Neuropathy) Proximal type I,Spinal muscular atrophy 1,Werdnig-Hoffman disease,Werdnig-Hoffmann disease,hereditary motor neuropathy proximal type I
13138,DOID,13138,ICD9CM,580.0,ICD9CM_2006,580.0,UMLS_CUI,C0341692,,,,,,,,,DOID,13138,ICD9CM,580.0,ICD9CM_2006,580.0,UMLS_CUI,C0341692,,,,,,,,,acute proliferative glomerulonephritis,acute glomerulonephritis with lesion of proliferative glomerulonephritis,acute proliferative glomerulonephritis,,,,acute glomerulonephritis with lesion of proliferative glomerulonephritis,acute proliferative glomerulonephritis,,,
13139,DOID,13139,NCI,C128143,NCI,C35444,SNOMEDCT_US_2018_03_01,45406000,UMLS_CUI,C0403416,,,,,,,DOID,13139,NCI,C128143,NCI,C35444,SNOMEDCT_US_2018_03_01,45406000,UMLS_CUI,C0403416,,,,,,,crescentic glomerulonephritis,crescentic glomerulonephritis,,,,,crescentic glomerulonephritis,,,,
1314,DOID,1314,,,,,,,,,,,,,,,DOID,1314,,,,,,,,,,,,,,,obsolete wasting syndrome,Wasting disease,Wasting disease (context-dependent category),Wasting disease (disorder),"Wasting disease, NOS",obsolete wasting syndrome,Wasting disease,Wasting disease (context-dependent category),Wasting disease (disorder),"Wasting disease, NOS",obsolete wasting syndrome
13140,DOID,13140,MESH,D015829,UMLS_CUI,C0042168,,,,,,,,,,,DOID,13140,MESH,D015829,UMLS_CUI,C0042168,,,,,,,,,,,suppurative uveitis,suppurative uveitis,,,,,suppurative uveitis,,,,
13141,DOID,13141,ICD10CM,H20.9,MESH,D014605,NCI,C26909,SNOMEDCT_US_2018_03_01,75614007,UMLS_CUI,C0042164,,,,,DOID,13141,ICD10CM,H20.9,MESH,D014605,NCI,C26909,SNOMEDCT_US_2018_03_01,75614007,UMLS_CUI,C0042164,,,,,uveitis,uveitis,,,,,uveitis,,,,
13143,DOID,13143,ICD9CM,405.1,NCI,C3658,SNOMEDCT_US_2018_03_01,44111003,UMLS_CUI,C0155620,,,,,,,DOID,13143,ICD9CM,405.1,NCI,C3658,SNOMEDCT_US_2018_03_01,44111003,UMLS_CUI,C0155620,,,,,,,benign secondary hypertension,benign secondary hypertension,,,,,benign secondary hypertension,,,,
13145,DOID,13145,ICD9CM,405.11,UMLS_CUI,C0155621,,,,,,,,,,,DOID,13145,ICD9CM,405.11,UMLS_CUI,C0155621,,,,,,,,,,,benign renovascular hypertension,benign renovascular hypertension,,,,,benign renovascular hypertension,,,,
13146,DOID,13146,ICD10CM,B37.81,ICD9CM,112.84,ICD9CM_2006,112.84,NCI,C27027,NCI2004_11_17,C27027,SNOMEDCT_US_2018_03_01,20639004,UMLS_CUI,C0239295,DOID,13146,ICD10CM,B37.81,ICD9CM,112.84,ICD9CM_2006,112.84,NCI,C27027,NCI2004_11_17,C27027,SNOMEDCT_US_2018_03_01,20639004,UMLS_CUI,C0239295,esophageal candidiasis,Candida Esophagitis,Candidal esophagitis,Candidiasis of the esophagus,esophageal candidiasis,esophageal moniliasis,Candida Esophagitis,Candidal esophagitis,Candidiasis of the esophagus,esophageal candidiasis,esophageal moniliasis
13147,DOID,13147,NCI,C27107,UMLS_CUI,C0341109,,,,,,,,,,,DOID,13147,NCI,C27107,UMLS_CUI,C0341109,,,,,,,,,,,fungal esophagitis,fungal esophagitis,,,,,fungal esophagitis,,,,
13148,DOID,13148,ICD10CM,N30.0,ICD9CM,595.0,NCI,C26934,SNOMEDCT_US_2018_03_01,68226007,UMLS_CUI,C0149523,,,,,DOID,13148,ICD10CM,N30.0,ICD9CM,595.0,NCI,C26934,SNOMEDCT_US_2018_03_01,68226007,UMLS_CUI,C0149523,,,,,acute cystitis,acute cystitis,urinary tract infection,,,,acute cystitis,urinary tract infection,,,
13149,DOID,13149,,,,,,,,,,,,,,,DOID,13149,,,,,,,,,,,,,,,obsolete tuberculous lung fibrosis,Tuberculous Fibrosis of lung,Tuberculous fibrosis of lung (disorder),"Tuberculous fibrosis of lung, unspecified examination",obsolete tuberculous lung fibrosis,,Tuberculous Fibrosis of lung,Tuberculous fibrosis of lung (disorder),"Tuberculous fibrosis of lung, unspecified examination",obsolete tuberculous lung fibrosis,
13157,DOID,13157,,,,,,,,,,,,,,,DOID,13157,,,,,,,,,,,,,,,obsolete sensory disorder of eyelid,Sensory disorder of eyelid,Sensory disorder of eyelid (disorder),obsolete sensory disorder of eyelid,,,Sensory disorder of eyelid,Sensory disorder of eyelid (disorder),obsolete sensory disorder of eyelid,,
13159,DOID,13159,NCI,C4643,NCI2004_11_17,C4643,UMLS_CUI,C0349551,,,,,,,,,DOID,13159,NCI,C4643,NCI2004_11_17,C4643,UMLS_CUI,C0349551,,,,,,,,,scrotum squamous cell carcinoma,Scrotal squamous cell carcinoma,scrotum squamous cell carcinoma,,,,Scrotal squamous cell carcinoma,scrotum squamous cell carcinoma,,,
13160,DOID,13160,NCI,C7361,NCI2004_11_17,C7361,UMLS_CUI,C1331544,,,,,,,,,DOID,13160,NCI,C7361,NCI2004_11_17,C7361,UMLS_CUI,C1331544,,,,,,,,,scrotum melanoma,melanoma of scrotum,scrotum melanoma,,,,melanoma of scrotum,scrotum melanoma,,,
13164,DOID,13164,,,,,,,,,,,,,,,DOID,13164,,,,,,,,,,,,,,,obsolete Bordetella pertussis pneumonia,Pertussis pneumonia,Pneumonia in whooping cough,obsolete Bordetella pertussis pneumonia,,,Pertussis pneumonia,Pneumonia in whooping cough,obsolete Bordetella pertussis pneumonia,,
13165,DOID,13165,,,,,,,,,,,,,,,DOID,13165,,,,,,,,,,,,,,,obsolete Aspergillus pneumonia,Pneumonia in aspergillosis,obsolete Aspergillus pneumonia,,,,Pneumonia in aspergillosis,obsolete Aspergillus pneumonia,,,
13166,DOID,13166,GARD,602,ICD10CM,B44.81,ICD9CM,518.6,ls,IEDB,MESH,D001229,NCI,C84547,OMIM,103920,DOID,13166,GARD,602,ICD10CM,B44.81,ICD9CM,518.6,ls,IEDB,MESH,D001229,NCI,C84547,OMIM,103920,allergic bronchopulmonary aspergillosis,allergic bronchopulmonary aspergillosis,pulmonary aspergillus disease,,,,allergic bronchopulmonary aspergillosis,pulmonary aspergillus disease,,,
13168,DOID,13168,ICD10CM,C60.0,ICD9CM,187.1,SNOMEDCT_US_2018_03_01,93805009,UMLS_CUI,C0153598,,,,,,,DOID,13168,ICD10CM,C60.0,ICD9CM,187.1,SNOMEDCT_US_2018_03_01,93805009,UMLS_CUI,C0153598,,,,,,,prepuce cancer,malignant neoplasm of foreskin,malignant tumor of foreskin,prepuce cancer,,,malignant neoplasm of foreskin,malignant tumor of foreskin,prepuce cancer,,
13169,DOID,13169,ICD10CM,C63.1,ICD9CM,187.6,NCI,C3559,NCI2004_11_17,C3559,SNOMEDCT_US_2018_03_01,94065000,UMLS_CUI,C0153603,,,DOID,13169,ICD10CM,C63.1,ICD9CM,187.6,NCI,C3559,NCI2004_11_17,C3559,SNOMEDCT_US_2018_03_01,94065000,UMLS_CUI,C0153603,,,spermatic cord cancer,Spermatic cord Ca,malignant tumor of spermatic cord,malignant tumor of the Spermatic Cord,spermatic cord cancer,,Spermatic cord Ca,malignant tumor of spermatic cord,malignant tumor of the Spermatic Cord,spermatic cord cancer,
13174,DOID,13174,ICD10CM,H55.04,ICD9CM,379.55,MESH,D009759,SNOMEDCT_US_2018_03_01,9520006,UMLS_CUI,C0155380,,,,,DOID,13174,ICD10CM,H55.04,ICD9CM,379.55,MESH,D009759,SNOMEDCT_US_2018_03_01,9520006,UMLS_CUI,C0155380,,,,,dissociated nystagmus,Dissociated nystagmus,dissociated nystagmus,,,,Dissociated nystagmus,dissociated nystagmus,,,
13175,DOID,13175,,,,,,,,,,,,,,,DOID,13175,,,,,,,,,,,,,,,obsolete female genital tuberculosis,Tuberculosis of female genital organs,obsolete female genital tuberculosis,,,,Tuberculosis of female genital organs,obsolete female genital tuberculosis,,,
13177,DOID,13177,,,,,,,,,,,,,,,DOID,13177,,,,,,,,,,,,,,,obsolete chronic erythremia in remission,obsolete chronic erythremia in remission,,,,,obsolete chronic erythremia in remission,,,,
13185,DOID,13185,MESH,D045723,UMLS_CUI,C0917875,,,,,,,,,,,DOID,13185,MESH,D045723,UMLS_CUI,C0917875,,,,,,,,,,,esophageal diverticulosis,esophageal diverticulosis,,,,,esophageal diverticulosis,,,,
13186,DOID,13186,MESH,D004931,NCI,C34811,SNOMEDCT_US_2018_03_01,70667005,UMLS_CUI,C0025164,,,,,,,DOID,13186,MESH,D004931,NCI,C34811,SNOMEDCT_US_2018_03_01,70667005,UMLS_CUI,C0025164,,,,,,,megaesophagus,megaesophagus,,,,,megaesophagus,,,,
13189,DOID,13189,EFO,0004274,ICD10CM,M10,ICD10CM,M10.9,ICD9CM,274,ICD9CM,274.0,ICD9CM,274.00,ICD9CM,274.9,DOID,13189,EFO,0004274,ICD10CM,M10,ICD10CM,M10.9,ICD9CM,274,ICD9CM,274.0,ICD9CM,274.00,ICD9CM,274.9,gout,Articular gout,Gouty arthropathy,gout,gouty arthritis,,Articular gout,Gouty arthropathy,gout,gouty arthritis,
1319,DOID,1319,CSP2005,2006-2736,ICD10CM,C71,ICD10CM,C71.9,ICD9CM,191,ICD9CM,191.9,ICD9CM,239.6,MESH,D001932,DOID,1319,CSP2005,2006-2736,ICD10CM,C71,ICD10CM,C71.9,ICD9CM,191,ICD9CM,191.9,ICD9CM,239.6,MESH,D001932,brain cancer,BT - Brain tumour,adult brain tumor,adult malignant brain neoplasm,brain cancer,brain neoplasm,BT - Brain tumour,adult brain tumor,adult malignant brain neoplasm,brain cancer,brain neoplasm
13192,DOID,13192,,,,,,,,,,,,,,,DOID,13192,,,,,,,,,,,,,,,obsolete pulmonary congestion and hypostasis,obsolete pulmonary congestion and hypostasis,pulmonary congestion and hypostasis (disorder),pulmonary congestion and hypostasis NOS (disorder),,,obsolete pulmonary congestion and hypostasis,pulmonary congestion and hypostasis (disorder),pulmonary congestion and hypostasis NOS (disorder),,
13194,DOID,13194,,,,,,,,,,,,,,,DOID,13194,,,,,,,,,,,,,,,obsolete non-toxic nodular goiter,Non-toxic nodular Goiter,Non-toxic nodular goiter (disorder),Non-toxic nodular goiter NOS (disorder),Non-toxic nodular goitre,Nontoxic nodular goiter,Non-toxic nodular Goiter,Non-toxic nodular goiter (disorder),Non-toxic nodular goiter NOS (disorder),Non-toxic nodular goitre,Nontoxic nodular goiter
13195,DOID,13195,ICD10CM,E04.0,ICD10CM,E04.9,NCI,C35271,NCI2004_11_17,C35271,SNOMEDCT_US_2018_03_01,60968001,UMLS_CUI,C0221777,,,DOID,13195,ICD10CM,E04.0,ICD10CM,E04.9,NCI,C35271,NCI2004_11_17,C35271,SNOMEDCT_US_2018_03_01,60968001,UMLS_CUI,C0221777,,,nontoxic goiter,"Goiter, non-toxic","Goitre, non-toxic","Nodule-thyroid, non tox",Non-toxic goitre,Non-toxic simple goitre,"Goiter, non-toxic","Goitre, non-toxic","Nodule-thyroid, non tox",Non-toxic goitre,Non-toxic simple goitre
13196,DOID,13196,MESH,D047268,SNOMEDCT_US_2018_03_01,75667007,UMLS_CUI,C0271760,,,,,,,,,DOID,13196,MESH,D047268,SNOMEDCT_US_2018_03_01,75667007,UMLS_CUI,C0271760,,,,,,,,,lingual goiter,lingual goiter,,,,,lingual goiter,,,,
13197,DOID,13197,MESH,D006044,NCI,C131437,UMLS_CUI,C0018023,,,,,,,,,DOID,13197,MESH,D006044,NCI,C131437,UMLS_CUI,C0018023,,,,,,,,,nodular goiter,"Goiter, nodular",nodular goiter,nodular goitre,,,"Goiter, nodular",nodular goiter,nodular goitre,,
13198,DOID,13198,ICD10CM,E01.0,ICD10CM,E01.2,ICD9CM,240.0,MESH,D006043,NCI,C35023,SNOMEDCT_US_2018_03_01,56805008,UMLS_CUI,C0018022,DOID,13198,ICD10CM,E01.0,ICD10CM,E01.2,ICD9CM,240.0,MESH,D006043,NCI,C35023,SNOMEDCT_US_2018_03_01,56805008,UMLS_CUI,C0018022,endemic goiter,Iodine-deficiency-related endemic goitre,endemic goiter,simple goitre,,,Iodine-deficiency-related endemic goitre,endemic goiter,simple goitre,,
13200,DOID,13200,MESH,D006045,SNOMEDCT_US_2018_03_01,66392007,UMLS_CUI,C0018024,,,,,,,,,DOID,13200,MESH,D006045,SNOMEDCT_US_2018_03_01,66392007,UMLS_CUI,C0018024,,,,,,,,,substernal goiter,Retrosternal thyroid goiter,Substernal goiter,substernal goiter,,,Retrosternal thyroid goiter,Substernal goiter,substernal goiter,,
13202,DOID,13202,,,,,,,,,,,,,,,DOID,13202,,,,,,,,,,,,,,,obsolete secondary syphilitic iridocyclitis,Syphilitic iridocyclitis (secondary),obsolete secondary syphilitic iridocyclitis,secondary syphilitic iridocyclitis (disorder),,,Syphilitic iridocyclitis (secondary),obsolete secondary syphilitic iridocyclitis,secondary syphilitic iridocyclitis (disorder),,
13206,DOID,13206,ICD10CM,N40,ICD9CM,600.1,UMLS_CUI,C0748012,,,,,,,,,DOID,13206,ICD10CM,N40,ICD9CM,600.1,UMLS_CUI,C0748012,,,,,,,,,nodular prostate,nodular prostate,,,,,nodular prostate,,,,
13207,DOID,13207,ICD9CM,362.02,NCI,C84457,SNOMEDCT_US_2018_03_01,59276001,UMLS_CUI,C0154830,,,,,,,DOID,13207,ICD9CM,362.02,NCI,C84457,SNOMEDCT_US_2018_03_01,59276001,UMLS_CUI,C0154830,,,,,,,proliferative diabetic retinopathy,PDR,proliferative diabetic retinopathy,,,,PDR,proliferative diabetic retinopathy,,,
13208,DOID,13208,ICD9CM,362.01,ICD9CM,362.03,NCI,C35668,NCI2004_11_17,C35668,SNOMEDCT_US_2018_03_01,31411005,UMLS_CUI,C0004606,,,DOID,13208,ICD9CM,362.01,ICD9CM,362.03,NCI,C35668,NCI2004_11_17,C35668,SNOMEDCT_US_2018_03_01,31411005,UMLS_CUI,C0004606,,,background diabetic retinopathy,Non proliferative diabetic retinopathy,Non-Proliferative Diabetic Retinopathy,background diabetic retinopathy,,,Non proliferative diabetic retinopathy,Non-Proliferative Diabetic Retinopathy,background diabetic retinopathy,,
13209,DOID,13209,ICD9CM,426.51,SNOMEDCT_US_2018_03_01,46319007,UMLS_CUI,C0155704,,,,,,,,,DOID,13209,ICD9CM,426.51,SNOMEDCT_US_2018_03_01,46319007,UMLS_CUI,C0155704,,,,,,,,,right bundle branch block,Right bundle branch block with left posterior fascicular block,right bundle branch block,,,,Right bundle branch block with left posterior fascicular block,right bundle branch block,,,
13211,DOID,13211,,,,,,,,,,,,,,,DOID,13211,,,,,,,,,,,,,,,obsolete secondary malignant neoplasm of brain and spinal cord,obsolete secondary malignant neoplasm of brain and spinal cord,secondary malignant neoplasm of brain and spinal cord (disorder),secondary malignant neoplasm of brain or spinal cord NOS (disorder),,,obsolete secondary malignant neoplasm of brain and spinal cord,secondary malignant neoplasm of brain and spinal cord (disorder),secondary malignant neoplasm of brain or spinal cord NOS (disorder),,
13212,DOID,13212,,,,,,,,,,,,,,,DOID,13212,,,,,,,,,,,,,,,obsolete metastasis to skin,metastasis to skin,metastatic skin carcinoma,metastatic tumor to the skin,obsolete metastasis to skin,secondary malignant neoplasm of skin,metastasis to skin,metastatic skin carcinoma,metastatic tumor to the skin,obsolete metastasis to skin,secondary malignant neoplasm of skin
13213,DOID,13213,,,,,,,,,,,,,,,DOID,13213,,,,,,,,,,,,,,,obsolete metastatic cancer to the breast,metastatic tumor to the breast,obsolete metastatic cancer to the breast,secondary malignant neoplasm of breast,secondary malignant neoplasm of female breast (disorder),,metastatic tumor to the breast,obsolete metastatic cancer to the breast,secondary malignant neoplasm of breast,secondary malignant neoplasm of female breast (disorder),
13214,DOID,13214,ICD10CM,H35.34,ICD9CM,362.54,ICD9CM_2006,362.54,SNOMEDCT_US_2018_03_01,1079004,UMLS_CUI,C1261331,,,,,DOID,13214,ICD10CM,H35.34,ICD9CM,362.54,ICD9CM_2006,362.54,SNOMEDCT_US_2018_03_01,1079004,UMLS_CUI,C1261331,,,,,hole retinal cyst,Macular cyst or hole,"Macular cyst, hole, or pseudohole of retina",Macular pseudohole retinal cyst,hole retinal cyst,,Macular cyst or hole,"Macular cyst, hole, or pseudohole of retina",Macular pseudohole retinal cyst,hole retinal cyst,
13219,DOID,13219,,,,,,,,,,,,,,,DOID,13219,,,,,,,,,,,,,,,obsolete transsexuality with heterosexual history,Trans-sexualism with heterosexual history,Transsexuality with heterosexual history (disorder),obsolete transsexuality with heterosexual history,,,Trans-sexualism with heterosexual history,Transsexuality with heterosexual history (disorder),obsolete transsexuality with heterosexual history,,
13222,DOID,13222,ICD10CM,D25.0,ICD9CM,218.0,SNOMEDCT_US_2018_03_01,95279007,UMLS_CUI,C0153993,,,,,,,DOID,13222,ICD10CM,D25.0,ICD9CM,218.0,SNOMEDCT_US_2018_03_01,95279007,UMLS_CUI,C0153993,,,,,,,submucous uterine fibroid,Submucous leiomyoma of uterus,submucous uterine fibroid,,,,Submucous leiomyoma of uterus,submucous uterine fibroid,,,
13223,DOID,13223,EFO,0000731,ICD10CM,D25,ICD10CM,D25.9,ICD9CM,218,ICD9CM,218.9,ICD9CM_2006,218,MESH,D007889,DOID,13223,EFO,0000731,ICD10CM,D25,ICD10CM,D25.9,ICD9CM,218,ICD9CM,218.9,ICD9CM_2006,218,MESH,D007889,uterine fibroid,Plexiform leiomyoma,UTERUS FIBROMA,leiomyoma of Corpus Uteri,uterine fibroid,uterine leiomyoma,Plexiform leiomyoma,UTERUS FIBROMA,leiomyoma of Corpus Uteri,uterine fibroid,uterine leiomyoma
13224,DOID,13224,,,,,,,,,,,,,,,DOID,13224,,,,,,,,,,,,,,,obsolete introverted personality,obsolete introverted personality,,,,,obsolete introverted personality,,,,
13226,DOID,13226,ICD10CM,A21.1,ICD9CM,021.3,SNOMEDCT_US_2018_03_01,73363000,UMLS_CUI,C0152944,,,,,,,DOID,13226,ICD10CM,A21.1,ICD9CM,021.3,SNOMEDCT_US_2018_03_01,73363000,UMLS_CUI,C0152944,,,,,,,oculoglandular tularemia,Oculoglandular tularemia,oculoglandular tularemia,,,,Oculoglandular tularemia,oculoglandular tularemia,,,
13227,DOID,13227,ICD9CM,362.77,UMLS_CUI,C0154866,,,,,,,,,,,DOID,13227,ICD9CM,362.77,UMLS_CUI,C0154866,,,,,,,,,,,retinal dystrophies primarily involving Bruch's membrane,retinal dystrophies primarily involving Bruch membrane,retinal dystrophies primarily involving Bruch's membrane,,,,retinal dystrophies primarily involving Bruch membrane,retinal dystrophies primarily involving Bruch's membrane,,,
1323,DOID,1323,,,,,,,,,,,,,,,DOID,1323,,,,,,,,,,,,,,,"obsolete malignant neoplasm of trachea, bronchus and lung","malignant neoplasm of trachea, bronchus and lung (disorder)","malignant neoplasm of trachea, bronchus, and lung","obsolete malignant neoplasm of trachea, bronchus and lung",,,"malignant neoplasm of trachea, bronchus and lung (disorder)","malignant neoplasm of trachea, bronchus, and lung","obsolete malignant neoplasm of trachea, bronchus and lung",,
13232,DOID,13232,,,,,,,,,,,,,,,DOID,13232,,,,,,,,,,,,,,,obsolete Diffuse cholesteatosis of middle ear and mastoid,obsolete Diffuse cholesteatosis of middle ear and mastoid,,,,,obsolete Diffuse cholesteatosis of middle ear and mastoid,,,,
13238,DOID,13238,ICD10CM,A25.1,ICD9CM,026.1,ICD9CM_2006,026.1,SNOMEDCT_US_2018_03_01,52138004,UMLS_CUI,C0152063,,,,,DOID,13238,ICD10CM,A25.1,ICD9CM,026.1,ICD9CM_2006,026.1,SNOMEDCT_US_2018_03_01,52138004,UMLS_CUI,C0152063,,,,,Haverhill fever,Haverhill fever,Streptobacillary fever,Streptobacillary rat-bite fever,Streptobacillosis,,Haverhill fever,Streptobacillary fever,Streptobacillary rat-bite fever,Streptobacillosis,
13239,DOID,13239,ICD9CM,521.41,UMLS_CUI,C1456167,,,,,,,,,,,DOID,13239,ICD9CM,521.41,UMLS_CUI,C1456167,,,,,,,,,,,internal pathological resorption,internal pathological resorption,,,,,internal pathological resorption,,,,
1324,DOID,1324,ICD10CM,C34.1,ICD10CM,C34.2,ICD10CM,C34.3,ICD9CM,162.3,ICD9CM,162.4,ICD9CM,162.5,ICD9CM,162.8,DOID,1324,ICD10CM,C34.1,ICD10CM,C34.2,ICD10CM,C34.3,ICD9CM,162.3,ICD9CM,162.4,ICD9CM,162.5,ICD9CM,162.8,lung cancer,lung cancer,lung neoplasm,,,,lung cancer,lung neoplasm,,,
